Name,SetId,Number
"Dialga","","95"
"Dialga","","5"
"Dialga","","6"
"Dialga","","23"
"Dialga","","127"
"Dialga","","135"
"Dialga","","121"
"Dialga","","112"
"Dialga","","XY77"
"Dialga G","","7"
"Dialga G LV.X","","122"
"Dialga LV.X","","105"
"Dialga LV.X","","DP17"
"Dialga LV.X","","DP37"
"Dialga-EX","","65"
"Dialga-EX","","99"
"Dialga-EX","","62"
"Dialga-EX","","122"
"Dialga-GX","","100"
"Dialga-GX","","146"
"Dialga-GX","","164"
"Dialga-GX","","82"
"Dialga-GX","","125"
"Dialga-GX","","138"
"Diancie","","RC22"
"Diancie","","94"
"Diancie","","SV36"
"Diancie","","86"
"Diancie","","68"
"Diancie","","GG13"
"Diancie","","79"
"Diancie","","71"
"Diancie ◇","","74"
"Diancie-EX","","72"
"Diancie-EX","","XY43"
"Diantha","","105"
"Diantha","","130"
"Digger","","75"
"Diggersby","","88"
"Diggersby","","98"
"Diggersby","","113"
"Diggersby","","147"
"Diggersby","","96"
"Diggersby","","215"
"Diggersby","","112"
"Diggersby","","90"
"Digging Duo","","126"
"Digging Gloves","","145"
"Diglett","","47"
"Diglett","","71"
"Diglett","","52"
"Diglett","","85"
"Diglett","","106"
"Diglett","","50"
"Diglett","","61"
"Diglett","","38"
"Diglett","","72"
"Diglett","","11"
"Diglett","","103"
"Diglett","","92"
"Diglett","","84"
"Diglett","","76"
"Diglett","","58"
"Diglett","","36"
"Diglett","","55"
"Dimension Valley","","93"
"Dipplin","","17"
"Dipplin","","18"
"Dipplin","","127"
"Dipplin","","170"
"Dipplin","","13"
"Dipplin","","10"
"Ditto","","3"
"Ditto","","18"
"Ditto","","108"
"Ditto","","17"
"Ditto","","27"
"Ditto","","51"
"Ditto","","35"
"Ditto","","36"
"Ditto","","37"
"Ditto","","38"
"Ditto","","39"
"Ditto","","40"
"Ditto","","61"
"Ditto","","62"
"Ditto","","63"
"Ditto","","64"
"Ditto","","4"
"Ditto","","53"
"Ditto","","12"
"Ditto","","132"
"Ditto","","201"
"Ditto","","107"
"Ditto","","GG22"
"Ditto","","XY40"
"Ditto ◇","","154"
"Ditto V","","50"
"Ditto V","","SV118"
"Ditto VMAX","","51"
"Ditto VMAX","","SV119"
"Dive Ball","","125"
"Dive Ball","","161"
"Dizzying Valley","","88"
"Doctor","","134"
"Doctor","","190"
"Doctor","","214"
"Dodrio","","34"
"Dodrio","","37"
"Dodrio","","41"
"Dodrio","","100"
"Dodrio","","46"
"Dodrio","","33"
"Dodrio","","21"
"Dodrio","","26"
"Dodrio","","56"
"Dodrio","","11"
"Dodrio","","25"
"Dodrio","","151"
"Dodrio","","85"
"Dodrio","","200"
"Dodrio","","99"
"Dodrio","","117"
"Dodrio V","","201"
"Doduo","","48"
"Doduo","","72"
"Doduo","","71"
"Doduo","","99"
"Doduo","","80"
"Doduo","","73"
"Doduo","","60"
"Doduo","","62"
"Doduo","","45"
"Doduo","","55"
"Doduo","","102"
"Doduo","","150"
"Doduo","","84"
"Doduo","","199"
"Doduo","","98"
"Doduo","","69"
"Doduo","","115"
"Doduo","","116"
"Dolliv","","22"
"Dolliv","","200"
"Dolliv","","20"
"Dolliv","","103"
"Dome Fossil","","89"
"Dome Fossil","","92"
"Dome Fossil Kabuto","","96"
"Dondozo","","61"
"Dondozo","","207"
"Dondozo","","55"
"Dondozo","","126"
"Dondozo","","12"
"Dondozo ex","","66"
"Dondozo ex","","211"
"Donphan","","72"
"Donphan","","107"
"Donphan","","42"
"Donphan","","48"
"Donphan","","7"
"Donphan","","17"
"Donphan","","40"
"Donphan","","30"
"Donphan","","21"
"Donphan","","8"
"Donphan","","73"
"Donphan","","112"
"Donphan","","49"
"Donphan","","103"
"Donphan","","92"
"Donphan","","87"
"Donphan","","SWSH067"
"Dottler","","11"
"Dottler","","184"
"Dottler","","18"
"Dottler","","19"
"Dottler","","SV008"
"Dottler","","64"
"Doublade","","94"
"Doublade","","48"
"Doublade","","108"
"Doublade","","132"
"Doublade","","133"
"Doublade","","134"
"Doublade","","106"
"Doublade","","84"
"Doublade","","99"
"Doublade","","61"
"Double Aqua Energy","","33"
"Double Colorless Energy","","96"
"Double Colorless Energy","","124"
"Double Colorless Energy","","113"
"Double Colorless Energy","","92"
"Double Colorless Energy","","74"
"Double Colorless Energy","","103"
"Double Colorless Energy","","136"
"Double Colorless Energy","","166"
"Double Colorless Energy","","69"
"Double Colorless Energy","","130"
"Double Colorless Energy","","114"
"Double Colorless Energy","","90"
"Double Colorless Energy","","111"
"Double Dragon Energy","","97"
"Double Full Heal","","105"
"Double Full Heal","","77"
"Double Full Heal","","86"
"Double Full Heal","","76"
"Double Gust","","100"
"Double Magma Energy","","34"
"Double Rainbow Energy","","88"
"Double Rainbow Energy","","87"
"Double Rainbow Energy","","4"
"Double Turbo Energy","","216"
"Double Turbo Energy","","151"
"Dowsing Machine","","128"
"Dracovish","","53"
"Dracovish","","SV036"
"Dracovish V","","114"
"Dracozolt","","65"
"Dracozolt","","SV045"
"Dracozolt V","","58"
"Dracozolt V","","178"
"Dracozolt VMAX","","59"
"Dracozolt VMAX","","210"
"Dragalge","","92"
"Dragalge","","53"
"Dragalge","","82"
"Dragalge","","71"
"Dragalge","","86"
"Dragalge","","XY10"
"Dragapult","","89"
"Dragapult","","91"
"Dragapult","","SV062"
"Dragapult","","130"
"Dragapult","","SWSH132"
"Dragapult ex","","160"
"Dragapult ex","","130"
"Dragapult ex","","200"
"Dragapult ex","","73"
"Dragapult ex","","165"
"Dragapult V","","92"
"Dragapult V","","183"
"Dragapult V","","SWSH096"
"Dragapult VMAX","","93"
"Dragapult VMAX","","197"
"Dragapult VMAX","","SWSH097"
"Dragon Elixir","","172"
"Dragon Talon","","59"
"Dragon Talon","","75"
"Dragonair","","18"
"Dragonair","","22"
"Dragonair","","82"
"Dragonair","","52"
"Dragonair","","3"
"Dragonair","","4"
"Dragonair","","75"
"Dragonair","","14"
"Dragonair","","32"
"Dragonair","","151"
"Dragonair","","95"
"Dragonair","","149"
"Dragonair","","150"
"Dragonair","","36"
"Dragonair","","118"
"Dragonair","","158"
"Dragonair","","148"
"Dragonair","","181"
"Dragonair","","130"
"Dragonair","","50"
"Dragonair δ","","41"
"Dragonair δ","","42"
"Dragonair δ","","28"
"Dragonite","","4"
"Dragonite","","19"
"Dragonite","","5"
"Dragonite","","83"
"Dragonite","","2"
"Dragonite","","9"
"Dragonite","","43"
"Dragonite","","18"
"Dragonite","","96"
"Dragonite","","151"
"Dragonite","","119"
"Dragonite","","149"
"Dragonite","","131"
"Dragonite","","51"
"Dragonite","","52"
"Dragonite ex","","90"
"Dragonite ex","","159"
"Dragonite ex δ","","91"
"Dragonite FB","","56"
"Dragonite V","","49"
"Dragonite V","","76"
"Dragonite V","","191"
"Dragonite V","","192"
"Dragonite V","","SWSH154"
"Dragonite V","","SWSH235"
"Dragonite VSTAR","","50"
"Dragonite VSTAR","","81"
"Dragonite VSTAR","","SWSH236"
"Dragonite δ","","3"
"Dragonite-EX","","72"
"Dragonite-EX","","106"
"Dragonite-EX","","74"
"Dragonite-EX","","108"
"Dragonite-GX","","152"
"Dragonite-GX","","229"
"Dragonite-GX","","248"
"Dragonite-GX","","37"
"Dragonite-GX","","67"
"Dragonite-GX","","SM156"
"Dragonium Z: Dragon Claw","","190"
"Drake's Stadium","","72"
"Drakloak","","159"
"Drakloak","","248"
"Drakloak","","129"
"Drakloak","","72"
"Drakloak","","88"
"Drakloak","","90"
"Drakloak","","SV061"
"Drampa","","14"
"Drampa","","176"
"Drampa","","159"
"Drampa","","97"
"Drampa","","117"
"Drampa","","51"
"Drampa","","SM21"
"Drampa","","161"
"Drampa","","138"
"Drampa","","184"
"Drampa","","130"
"Drampa","","149"
"Drampa","","119"
"Drampa V","","128"
"Drampa-GX","","115"
"Drampa-GX","","142"
"Drampa-GX","","160"
"Drampa-GX","","SV80"
"Drapion","","23"
"Drapion","","15"
"Drapion","","4"
"Drapion","","134"
"Drapion","","55"
"Drapion","","122"
"Drapion","","65"
"Drapion","","54"
"Drapion E4","","17"
"Drapion LV.X","","123"
"Drapion V","","118"
"Drapion V","","182"
"Drapion V","","GG49"
"Drapion V","","106"
"Drapion V","","175"
"Drapion VSTAR","","119"
"Drapion VSTAR","","200"
"Drasna","","173"
"Drasna","","231"
"Dratini","","26"
"Dratini","","38"
"Dratini","","53"
"Dratini","","72"
"Dratini","","81"
"Dratini","","91"
"Dratini","","1"
"Dratini","","2"
"Dratini","","107"
"Dratini","","52"
"Dratini","","62"
"Dratini","","9"
"Dratini","","150"
"Dratini","","63"
"Dratini","","94"
"Dratini","","147"
"Dratini","","148"
"Dratini","","34"
"Dratini","","35"
"Dratini","","116"
"Dratini","","117"
"Dratini","","157"
"Dratini","","129"
"Dratini","","49"
"Dratini δ","","65"
"Dratini δ","","66"
"Dratini δ","","46"
"Draw Energy","","209"
"Draw Energy","","271"
"Drayton","","174"
"Drayton","","232"
"Drayton","","244"
"Drayton","","172"
"Dream Ball","","146"
"Drednaw","","44"
"Drednaw","","61"
"Drednaw","","39"
"Drednaw","","27"
"Drednaw","","SV029"
"Drednaw","","81"
"Drednaw","","SWSH047"
"Drednaw V","","14"
"Drednaw V","","69"
"Drednaw VMAX","","15"
"Drednaw VMAX","","75"
"Dreepy","","158"
"Dreepy","","247"
"Dreepy","","128"
"Dreepy","","71"
"Dreepy","","87"
"Dreepy","","89"
"Dreepy","","SV060"
"Drifblim","","35"
"Drifblim","","51"
"Drifblim","","BW64"
"Drifblim","","24"
"Drifblim","","53"
"Drifblim","","16"
"Drifblim","","DP34"
"Drifblim","","12"
"Drifblim","","57"
"Drifblim","","81"
"Drifblim","","52"
"Drifblim","","90"
"Drifblim","","156"
"Drifblim","","61"
"Drifblim","","135"
"Drifblim","","64"
"Drifblim","","47"
"Drifblim FB","","3"
"Drifloon","","34"
"Drifloon","","49"
"Drifloon","","50"
"Drifloon","","46"
"Drifloon","","61"
"Drifloon","","92"
"Drifloon","","58"
"Drifloon","","SH1"
"Drifloon","","103"
"Drifloon","","6"
"Drifloon","","80"
"Drifloon","","51"
"Drifloon","","89"
"Drifloon","","155"
"Drifloon","","60"
"Drifloon","","63"
"Drilbur","","54"
"Drilbur","","55"
"Drilbur","","8"
"Drilbur","","118"
"Drilbur","","114"
"Drilbur","","111"
"Drilbur","","85"
"Drilbur","","108"
"Drilbur","","91"
"Drilbur","","147"
"Drilbur","","89"
"Drilbur","","45"
"Drilbur","","124"
"Drizzile","","40"
"Drizzile","","56"
"Drizzile","","57"
"Drizzile","","SV026"
"Drizzile","","42"
"Drone Rotom","","151"
"Drowzee","","49"
"Drowzee","","73"
"Drowzee","","54"
"Drowzee","","65"
"Drowzee","","74"
"Drowzee","","67"
"Drowzee","","32"
"Drowzee","","62"
"Drowzee","","59"
"Drowzee","","71"
"Drowzee","","82"
"Drowzee","","210"
"Drowzee","","96"
"Drowzee","","16"
"Drowzee","","60"
"Drowzee","","61"
"Drowzee","","35"
"Drowzee","","50"
"Druddigon","","70"
"Druddigon","","106"
"Druddigon","","89"
"Druddigon","","94"
"Druddigon","","BW80"
"Druddigon","","17"
"Druddigon","","71"
"Druddigon","","151"
"Druddigon","","157"
"Druddigon","","45"
"Druddigon","","115"
"Druddigon","","TG09"
"Druddigon","","113"
"Druddigon","","83"
"Dual Ball","","78"
"Dual Ball","","139"
"Dual Ball","","89"
"Dual Ball","","72"
"Dubwool","","125"
"Dubwool","","154"
"Dubwool","","122"
"Dubwool","","SV104"
"Dubwool","","223"
"Dubwool V","","153"
"Dubwool V","","188"
"Dubwool V","","SV120"
"Dubwool V","","SWSH049"
"Ducklett","","36"
"Ducklett","","29"
"Ducklett","","26"
"Ducklett","","35"
"Ducklett","","42"
"Ducklett","","BW17"
"Ducklett","","25"
"Ducklett","","109"
"Ducklett","","59"
"Ducklett","","139"
"Ducklett","","46"
"Ducklett","","148"
"Ducklett","","SV095"
"Dudunsparce","","157"
"Dudunsparce","","229"
"Dudunsparce","","129"
"Dudunsparce","","80"
"Dudunsparce ex","","121"
"Dudunsparce ex","","178"
"Dugtrio","","19"
"Dugtrio","","23"
"Dugtrio","","24"
"Dugtrio","","10"
"Dugtrio","","44"
"Dugtrio","","52"
"Dugtrio","","5"
"Dugtrio","","22"
"Dugtrio","","39"
"Dugtrio","","86"
"Dugtrio","","104"
"Dugtrio","","51"
"Dugtrio","","93"
"Dugtrio","","85"
"Dugtrio","","77"
"Dugtrio","","59"
"Dugtrio","","56"
"Dunsparce","","111"
"Dunsparce","","47"
"Dunsparce","","53"
"Dunsparce","","31"
"Dunsparce","","60"
"Dunsparce","","41"
"Dunsparce","","29"
"Dunsparce","","54"
"Dunsparce","","73"
"Dunsparce","","110"
"Dunsparce","","156"
"Dunsparce","","128"
"Dunsparce","","79"
"Dunsparce","","120"
"Dunsparce","","GG23"
"Dunsparce","","137"
"Dunsparce","","207"
"Dunsparce","","101"
"Dunsparce","","68"
"Dunsparce","","90"
"Duosion","","56"
"Duosion","","43"
"Duosion","","75"
"Duosion","","51"
"Duosion","","71"
"Duosion","","77"
"Duosion","","34"
"Duosion","","38"
"Duosion","","119"
"Duraludon","","74"
"Duraludon","","106"
"Duraludon","","129"
"Duraludon","","69"
"Duraludon","","138"
"Duraludon","","SV092"
"Duraludon","","SWSH028"
"Duraludon","","SWSH060"
"Duraludon V","","103"
"Duraludon V","","47"
"Duraludon V","","122"
"Duraludon V","","197"
"Duraludon V","","198"
"Duraludon VMAX","","104"
"Duraludon VMAX","","TG21"
"Duraludon VMAX","","TG30"
"Duraludon VMAX","","123"
"Duraludon VMAX","","219"
"Duraludon VMAX","","220"
"Durant","","83"
"Durant","","91"
"Durant","","92"
"Durant","","70"
"Durant","","150"
"Durant","","128"
"Durant","","129"
"Durant","","14"
"Durant","","8"
"Durant","","13"
"Durant","","132"
"Durant","","10"
"Durant","","184"
"Durant","","61"
"Durant","","9"
"Durant ex","","4"
"Durant ex","","215"
"Durant ex","","236"
"Dusclops","","62"
"Dusclops","","47"
"Dusclops","","34"
"Dusclops","","35"
"Dusclops","","17"
"Dusclops","","14"
"Dusclops","","4"
"Dusclops","","7"
"Dusclops","","84"
"Dusclops","","52"
"Dusclops","","19"
"Dusclops","","69"
"Dusclops","","36"
"Dusclops","","63"
"Dusclops","","70"
"Dusclops","","61"
"Dusclops","","39"
"Dusclops ex","","94"
"Dusk Ball","","110"
"Dusk Ball","","80"
"Dusk Ball","","175"
"Dusk Mane Necrozma","","SM107"
"Dusk Mane Necrozma","","SM124"
"Dusk Mane Necrozma-GX","","90"
"Dusk Mane Necrozma-GX","","145"
"Dusk Mane Necrozma-GX","","163"
"Dusk Mane Necrozma-GX","","SM102"
"Dusk Stone","","167"
"Dusknoir","","104"
"Dusknoir","","63"
"Dusknoir","","2"
"Dusknoir","","1"
"Dusknoir","","17"
"Dusknoir","","DP33"
"Dusknoir","","85"
"Dusknoir","","53"
"Dusknoir","","20"
"Dusknoir","","70"
"Dusknoir","","37"
"Dusknoir","","71"
"Dusknoir","","62"
"Dusknoir","","TG06"
"Dusknoir","","40"
"Dusknoir FB","","26"
"Dusknoir LV.X","","96"
"Duskull","","61"
"Duskull","","80"
"Duskull","","86"
"Duskull","","59"
"Duskull","","60"
"Duskull","","SH2"
"Duskull","","51"
"Duskull","","50"
"Duskull","","62"
"Duskull","","58"
"Duskull","","46"
"Duskull","","83"
"Duskull","","18"
"Duskull","","68"
"Duskull","","35"
"Duskull","","GG28"
"Duskull","","69"
"Duskull","","38"
"Dust Island","","168"
"Dustox","","47"
"Dustox","","25"
"Dustox","","6"
"Dustox","","15"
"Dustox","","220"
"Dustox","","28"
"Dustox","","10"
"Dustox","","7"
"Dustox","","8"
"Dustox ex","","86"
"Dwebble","","13"
"Dwebble","","6"
"Dwebble","","7"
"Dwebble","","84"
"Dwebble","","3"
"Dwebble","","10"
"Dwebble","","11"
"Dwebble","","51"
"Dwebble","","129"
"Dyna Tree Hill","","135"
"Ear-Ringing Bell","","194"
"Earthen Seal Stone","","154"
"Earthen Vessel","","163"
"Earthen Vessel","","96"
"Earthen Vessel","","106"
"Echoing Horn","","136"
"Echoing Horn","","225"
"Eco Arm","","71"
"Ecogym","","84"
"Eelektrik","","32"
"Eelektrik","","40"
"Eelektrik","","46"
"Eelektrik","","60"
"Eelektrik","","65"
"Eelektrik","","45"
"Eelektrik","","68"
"Eelektrik","","48"
"Eelektrik","","58"
"Eelektrik","","96"
"Eelektrik","","63"
"Eelektrik","","64"
"Eelektrik","","31"
"Eelektrik","","114"
"Eelektross","","33"
"Eelektross","","41"
"Eelektross","","47"
"Eelektross","","66"
"Eelektross","","46"
"Eelektross","","69"
"Eelektross","","61"
"Eelektross","","59"
"Eelektross","","97"
"Eelektross","","65"
"Eelektross","","32"
"Eelektross","","115"
"Eevee","","51"
"Eevee","","55"
"Eevee","","74"
"Eevee","","11"
"Eevee","","RC14"
"Eevee","","83"
"Eevee","","84"
"Eevee","","89"
"Eevee","","90"
"Eevee","","BW94"
"Eevee","","BW97"
"Eevee","","56"
"Eevee","","62"
"Eevee","","63"
"Eevee","","75"
"Eevee","","54"
"Eevee","","69"
"Eevee","","47"
"Eevee","","48"
"Eevee","","12"
"Eevee","","38"
"Eevee","","59"
"Eevee","","13"
"Eevee","","101"
"Eevee","","101a"
"Eevee","","49"
"Eevee","","166"
"Eevee","","167"
"Eevee","","104"
"Eevee","","105"
"Eevee","","155"
"Eevee","","SV41"
"Eevee","","SM184"
"Eevee","","SM235"
"Eevee","","133"
"Eevee","","135"
"Eevee","","188"
"Eevee","","50"
"Eevee","","113"
"Eevee","","143"
"Eevee","","43"
"Eevee","","119"
"Eevee","","130"
"Eevee","","52"
"Eevee","","125"
"Eevee","","205"
"Eevee","","TG11"
"Eevee","","SWSH042"
"Eevee","","SWSH095"
"Eevee","","SWSH118"
"Eevee","","SWSH127"
"Eevee","","SWSH175"
"Eevee","","SWSH190"
"Eevee","","SWSH212"
"Eevee","","80"
"Eevee & Snorlax-GX","","120"
"Eevee & Snorlax-GX","","171"
"Eevee & Snorlax-GX","","191"
"Eevee & Snorlax-GX","","SM169"
"Eevee ex","","75"
"Eevee ex","","167"
"Eevee on the Ball","","2"
"Eevee V","","108"
"Eevee V","","SWSH065"
"Eevee VMAX","","SWSH087"
"Eevee δ","","68"
"Eevee-GX","","SM174"
"Eevee-GX","","SM175"
"Eevee-GX","","SM176"
"Eevee-GX","","SM233"
"Eevee-GX","","SM242"
"Egg Incubator","","66"
"Egg Incubator","","87"
"Eiscue","","44"
"Eiscue","","48"
"Eiscue","","205"
"Eiscue","","54"
"Eiscue","","SV035"
"Eiscue","","47"
"Eiscue","","SWSH128"
"Eiscue ex","","42"
"Eiscue ex","","210"
"Eiscue ex","","222"
"Eiscue V","","55"
"Ekans","","46"
"Ekans","","56"
"Ekans","","66"
"Ekans","","108"
"Ekans","","64"
"Ekans","","55"
"Ekans","","62"
"Ekans","","25"
"Ekans","","26"
"Ekans","","36"
"Ekans","","23"
"Ekans","","100"
"Ekans","","33"
"Ekans","","47"
"Ekans δ","","47"
"Eldegoss","","11"
"Eldegoss","","21"
"Eldegoss","","15"
"Eldegoss","","SV011"
"Eldegoss","","16"
"Eldegoss","","25"
"Eldegoss","","SWSH046"
"Eldegoss V","","19"
"Eldegoss V","","176"
"Eldegoss V","","5"
"Eldegoss V","","SWSH084"
"Electabuzz","","20"
"Electabuzz","","24"
"Electabuzz","","2"
"Electabuzz","","46"
"Electabuzz","","1"
"Electabuzz","","53"
"Electabuzz","","81"
"Electabuzz","","87"
"Electabuzz","","76"
"Electabuzz","","22"
"Electabuzz","","35"
"Electabuzz","","33"
"Electabuzz","","128"
"Electabuzz","","42"
"Electabuzz","","43"
"Electabuzz","","71"
"Electabuzz","","68"
"Electabuzz","","125"
"Electabuzz","","58"
"Electabuzz","","44"
"Electabuzz","","41"
"Electabuzz","","29"
"Electabuzz ex","","97"
"Electabuzz δ","","29"
"Electivire","","54"
"Electivire","","3"
"Electivire","","25"
"Electivire","","20"
"Electivire","","43"
"Electivire","","44"
"Electivire","","72"
"Electivire","","47"
"Electivire","","GG08"
"Electivire","","59"
"Electivire","","45"
"Electivire","","30"
"Electivire ex","","69"
"Electivire ex","","212"
"Electivire FB","","4"
"Electivire FB LV.X","","144"
"Electivire LV.X","","121"
"Electric Generator","","170"
"Electric Generator","","79"
"Electric Memory","","121"
"Electrike","","41"
"Electrike","","42"
"Electrike","","81"
"Electrike","","64"
"Electrike","","30"
"Electrike","","52"
"Electrike","","53"
"Electrike","","59"
"Electrike","","60"
"Electrike","","47"
"Electrike","","48"
"Electrike","","7"
"Electrike","","49"
"Electrike","","74"
"Electrike","","62"
"Electrike","","63"
"Electrike","","51"
"Electrike","","75"
"Electrike","","196"
"Electrike","","54"
"Electrike","","58"
"Electrike","","1"
"Electrike","","2"
"Electrike","","24"
"Electrocharger","","139"
"Electrocharger","","193"
"Electrode","","21"
"Electrode","","2"
"Electrode","","18"
"Electrode","","25"
"Electrode","","22"
"Electrode","","52"
"Electrode","","33"
"Electrode","","BW76"
"Electrode","","26"
"Electrode","","36"
"Electrode","","37"
"Electrode","","8"
"Electrode","","H7"
"Electrode","","32"
"Electrode","","5"
"Electrode","","27"
"Electrode","","34"
"Electrode","","93"
"Electrode","","31"
"Electrode","","39"
"Electrode","","67"
"Electrode","","101"
"Electrode","","134"
"Electrode","","57"
"Electrode","","46"
"Electrode","","222"
"Electrode","","88"
"Electrode","","45"
"Electrode","","40"
"Electrode ex","","107"
"Electrode G","","39"
"Electrode-GX","","48"
"Electrode-GX","","155"
"Electrode-GX","","172"
"Electrode-GX","","SV57"
"Electromagnetic Radar","","169"
"Electromagnetic Radar","","230"
"Electropower","","172"
"Electropower","","172a"
"Electropower","","232"
"Elekid","","48"
"Elekid","","9"
"Elekid","","23"
"Elekid","","36"
"Elekid","","21"
"Elekid","","22"
"Elekid","","59"
"Elekid δ","","48"
"Elemental Badge","","147"
"Elesa","","RC20"
"Elesa's Sparkle","","147"
"Elesa's Sparkle","","233"
"Elesa's Sparkle","","260"
"Elesa's Sparkle","","275"
"Elgyem","","54"
"Elgyem","","55"
"Elgyem","","61"
"Elgyem","","68"
"Elgyem","","69"
"Elgyem","","BW55"
"Elgyem","","90"
"Elgyem","","73"
"Elgyem","","79"
"Elgyem","","40"
"Elgyem","","120"
"Emboar","","19"
"Emboar","","20"
"Emboar","","27"
"Emboar","","100"
"Emboar","","26"
"Emboar","","BW21"
"Emboar","","13"
"Emboar","","98"
"Emboar","","33"
"Emboar","","25"
"Emboar-EX","","14"
"Emcee's Chatter","","73"
"Emcee's Hype","","163"
"Emcee's Hype","","220"
"Emergency Jelly","","155"
"Emolga","","49"
"Emolga","","RC23"
"Emolga","","32"
"Emolga","","37"
"Emolga","","45"
"Emolga","","6"
"Emolga","","35"
"Emolga","","46"
"Emolga","","69"
"Emolga","","54"
"Emolga","","47"
"Emolga","","57"
"Emolga","","29"
"Emolga","","112"
"Emolga-EX","","46"
"Emolga-EX","","143"
"Empoleon","","35"
"Empoleon","","29"
"Empoleon","","117"
"Empoleon","","BW56"
"Empoleon","","4"
"Empoleon","","17"
"Empoleon","","2"
"Empoleon","","26"
"Empoleon","","56"
"Empoleon","","34"
"Empoleon","","81"
"Empoleon","","37"
"Empoleon","","38"
"Empoleon BREAK","","XY134"
"Empoleon ex","","70"
"Empoleon ex","","114"
"Empoleon FB","","27"
